0.044776119,0.044776119,0.014925373,0.014925373,0.029850746,0.014925373,0,0.029850746,0.014925373,0.074626866,0.194029851,0,0.014925373,0.149253731,0.074626866,0.059701493,0.029850746,0.029850746,0.044776119,0.119402985,0.34
0.076495132,0.07093185,0.018080668,0.041724618,0.005563282,0.062586926,0.037552156,0.076495132,0.022253129,0.054242003,0.108484006,0.052851182,0.031988873,0.050069541,0.057023644,0.045897079,0.061196106,0.011126565,0.030598053,0.084840056,0.07
0.064102564,0.085470085,0.034188034,0.034188034,0.025641026,0.072649573,0.02991453,0.08974359,0.038461538,0.042735043,0.111111111,0.017094017,0.034188034,0.047008547,0.064102564,0.072649573,0.025641026,0.02991453,0.02991453,0.051282051,0.08
0.151376147,0.052752294,0.027522936,0.048165138,0.006880734,0.059633028,0.059633028,0.098623853,0.043577982,0.027522936,0.073394495,0.016055046,0.029816514,0.04587156,0.032110092,0.052752294,0.059633028,0.013761468,0.016055046,0.084862385,0.31
0.130977131,0.03950104,0.04989605,0.041580042,0.018711019,0.062370062,0.054054054,0.076923077,0.033264033,0.045738046,0.076923077,0.031185031,0.018711019,0.043659044,0.043659044,0.051975052,0.079002079,0.016632017,0.024948025,0.06029106,0.49
0.07615894,0.066225166,0.013245033,0.033112583,0.016556291,0.066225166,0.09602649,0.066225166,0.026490066,0.066225166,0.105960265,0.036423841,0.033112583,0.046357616,0.046357616,0.082781457,0.039735099,0.003311258,0.033112583,0.046357616,0.03
0.115987461,0.078369906,0.021943574,0.065830721,0.006269592,0.078369906,0.034482759,0.081504702,0.012539185,0.07523511,0.103448276,0.053291536,0.034482759,0.02507837,0.05015674,0.05015674,0.028213166,0.006269592,0.031347962,0.047021944,0.29
0.134615385,0.032051282,0.019230769,0.032051282,0.006410256,0.108974359,0.051282051,0.051282051,0.006410256,0.083333333,0.038461538,0.051282051,0.057692308,0.025641026,0.076923077,0.083333333,0.032051282,0,0.012820513,0.096153846,0.95
0.100222717,0.064587973,0.040089087,0.046770601,0.017817372,0.077951002,0.031180401,0.095768374,0.026726058,0.095768374,0.062360802,0.055679287,0.031180401,0.031180401,0.046770601,0.040089087,0.033407572,0.002227171,0.033407572,0.066815145,0.3
0.101973684,0.065789474,0.023026316,0.039473684,0.019736842,0.085526316,0.029605263,0.072368421,0.009868421,0.042763158,0.098684211,0.0625,0.055921053,0.032894737,0.069078947,0.065789474,0.032894737,0.006578947,0.013157895,0.072368421,0.62
0.129032258,0.036866359,0.02764977,0.052995392,0.011520737,0.062211982,0.066820276,0.080645161,0.01843318,0.046082949,0.076036866,0.048387097,0.023041475,0.043778802,0.039170507,0.057603687,0.062211982,0.01843318,0.039170507,0.059907834,0.43
0.097560976,0.058161351,0.046904315,0.063789869,0.009380863,0.071294559,0.046904315,0.060037523,0.022514071,0.067542214,0.09380863,0.048780488,0.026266417,0.04315197,0.045028143,0.039399625,0.061913696,0.020637899,0.028142589,0.048780488,0.65
0.081172492,0.05524239,0.042841037,0.058624577,0.006764374,0.080045096,0.046223224,0.089064262,0.025930101,0.064261556,0.0789177,0.054114994,0.024802706,0.038331454,0.040586246,0.048478016,0.04735062,0.012401353,0.04735062,0.057497182,0.16
0.152380952,0.031746032,0.026984127,0.052380952,0.001587302,0.092063492,0.023809524,0.080952381,0.007936508,0.071428571,0.052380952,0.084126984,0.026984127,0.03015873,0.058730159,0.046031746,0.042857143,0.004761905,0.004761905,0.107936508,0.95
0.074394464,0.088235294,0.025951557,0.051903114,0.01384083,0.083044983,0.048442907,0.05017301,0.03633218,0.057093426,0.105536332,0.027681661,0.025951557,0.062283737,0.051903114,0.03633218,0.043252595,0.015570934,0.043252595,0.058823529,0.11
0.105,0.0375,0.045,0.0475,0.015,0.0725,0.02,0.09,0.0375,0.0625,0.105,0.0575,0.025,0.0325,0.03,0.0625,0.0525,0.0025,0.0325,0.0675,1
0.086419753,0.057239057,0.037037037,0.063973064,0.007856341,0.061728395,0.03030303,0.087542088,0.02020202,0.048260382,0.094276094,0.048260382,0.028058361,0.025813692,0.056116723,0.057239057,0.060606061,0.014590348,0.032547699,0.081930415,0.41
0.112138728,0.045086705,0.03583815,0.063583815,0.011560694,0.065895954,0.028901734,0.087861272,0.01734104,0.05433526,0.101734104,0.056647399,0.026589595,0.033526012,0.062427746,0.041618497,0.05433526,0.009248555,0.024277457,0.067052023,0.9
0.150793651,0.087301587,0.03968254,0.03968254,0.007936508,0.079365079,0.015873016,0.071428571,0.031746032,0.071428571,0.103174603,0.055555556,0.015873016,0.047619048,0.015873016,0.023809524,0.03968254,0.023809524,0.007936508,0.071428571,0.84
0.087179487,0.061538462,0.025641026,0.046153846,0.015384615,0.066666667,0.046153846,0.061538462,0.030769231,0.056410256,0.112820513,0.020512821,0.020512821,0.025641026,0.071794872,0.092307692,0.041025641,0.041025641,0.015384615,0.061538462,0.14
0.118387909,0.042821159,0.042821159,0.055415617,0.002518892,0.042821159,0.090680101,0.080604534,0.002518892,0.050377834,0.085642317,0.057934509,0.010075567,0.017632242,0.04534005,0.055415617,0.083123426,0.002518892,0.022670025,0.090680101,0.65
0.114285714,0.044155844,0.036363636,0.051948052,0.002597403,0.057142857,0.07012987,0.067532468,0.015584416,0.05974026,0.072727273,0.054545455,0.01038961,0.020779221,0.049350649,0.064935065,0.083116883,0.002597403,0.025974026,0.096103896,0.71
0.08372093,0.069767442,0.023255814,0.037209302,0.018604651,0.106976744,0.051162791,0.041860465,0.023255814,0.069767442,0.125581395,0.051162791,0.037209302,0.037209302,0.027906977,0.060465116,0.046511628,0.013953488,0.027906977,0.046511628,0.52
0.088957055,0.044478528,0.039877301,0.059815951,0.010736196,0.064417178,0.032208589,0.087423313,0.029141104,0.062883436,0.075153374,0.050613497,0.01993865,0.02607362,0.055214724,0.052147239,0.064417178,0.029141104,0.035276074,0.07208589,0.62
