0.097744361,0.086466165,0.037593985,0.041353383,0.007518797,0.045112782,0.04887218,0.04887218,0.026315789,0.037593985,0.112781955,0.030075188,0.026315789,0.041353383,0.078947368,0.060150376,0.037593985,0.011278195,0.037593985,0.086466165
0.118081181,0.073800738,0.018450185,0.033210332,0.022140221,0.022140221,0.05904059,0.099630996,0.033210332,0.022140221,0.147601476,0.018450185,0.014760148,0.040590406,0.066420664,0.062730627,0.051660517,0.029520295,0.025830258,0.040590406
0.062283737,0.044982699,0.069204152,0.055363322,0,0.051903114,0.041522491,0.079584775,0.017301038,0.031141869,0.100346021,0.034602076,0.027681661,0.034602076,0.044982699,0.065743945,0.062283737,0.034602076,0.079584775,0.062283737
0.116363636,0.054545455,0.003636364,0.010909091,0,0.032727273,0.047272727,0.08,0.010909091,0.087272727,0.178181818,0.018181818,0.025454545,0.036363636,0.061818182,0.050909091,0.054545455,0.032727273,0.010909091,0.087272727
0.105263158,0.030075188,0.022556391,0.030075188,0.007518797,0.015037594,0.022556391,0.127819549,0.022556391,0.082706767,0.127819549,0.007518797,0.052631579,0.052631579,0.060150376,0.030075188,0.07518797,0.007518797,0,0.120300752
0.128712871,0.066006601,0.0330033,0.04290429,0.00330033,0.01980198,0.02640264,0.075907591,0.01650165,0.089108911,0.122112211,0.01320132,0.02970297,0.069306931,0.04620462,0.04950495,0.03630363,0.02640264,0.01650165,0.089108911
0.116129032,0.077419355,0.032258065,0.025806452,0.006451613,0.083870968,0.038709677,0.077419355,0.025806452,0.032258065,0.116129032,0.025806452,0.051612903,0.032258065,0.019354839,0.058064516,0.058064516,0.006451613,0.032258065,0.083870968
0.12962963,0.048148148,0.044444444,0.033333333,0.014814815,0.051851852,0.037037037,0.111111111,0.022222222,0.059259259,0.118518519,0.022222222,0.022222222,0.037037037,0.044444444,0.062962963,0.051851852,0.007407407,0.025925926,0.055555556
0.109375,0.015625,0,0.015625,0.015625,0.0078125,0.015625,0.078125,0.0234375,0.0546875,0.2265625,0.0390625,0.0546875,0.0546875,0.03125,0.0859375,0.0390625,0.0390625,0.0390625,0.0546875
0.056737589,0.063829787,0.070921986,0.04964539,0.042553191,0.042553191,0.035460993,0.042553191,0.021276596,0.085106383,0.127659574,0.04964539,0.014184397,0.063829787,0.070921986,0.04964539,0.028368794,0.014184397,0.04964539,0.021276596
